,opinion,rates
616,"Muy lindo ambiente, la atención atención se puede mejorar.
La comida es excelente, de lo mejor en Larcomar.",40
617,"Fuimos por un brindis familiar y me he llevado la sorpresa de una excelente carta con muchísimas opciones para degustar",50
618,"Si a usted le gusta Tanta en Chile imposible no visitar Tanta el Lima. ubicación privilegiada con vista al mar. 
Dentro del mall de Larcomar. atención excelente y preocupada.",50
619,"Muy buen lugar para comer en el Larcomar, recomiendo la causa limeña y los ravioles de alcachofa. Cuando terminas de comer te traen una gran variedad de postres a la mesa para que elijas. La atención de 10 y la vista al mar hermosa.
Lo... ;""Más",40
620,"Muy bueno hay gran variedad de platos la atención es súper buena yo recomiendo el taxu taxu  y el tiradito dos sabores tiene un toque especial",40
621,"Gran variedad de platos, precios razonables, se nota la mano de Gastón Acurio. Muy buen servicio. Lo recomiendo.",40
622,"Lo recomiendo porque he ido varias veces y he probado varios platos.  me gustaron mucho los tequeños de aji, las mini burguers de quinoa y especialmente los raviolis de queso y tomate.

lo unico malo esque ponen el aire acondicionado  muy potente y frio y... ;""Más",40
623,"El lomo saltado me pareció excelente.. pocos lomos saltados en el transcurrir del tiempo probé uno tan rico",40
624,"El restaurante de 28 de julio, Miraflores, voy con frecuencia. El ceviche, lomo saltado, atún rosado, la ensalada tanta, los tequeños de ajil de gallina... están muy ricos. Los jugos y el pisco Sour también son buenos. El servicio es atento y rápido. En el... ;""Más",40
625,"Una grata visita, con comida muy rica y una cordial atención. El ambiente distendido y la calidad de sus platos siempre se disfruta.",40
626,"Comida Exquisita... Realmente muy bueno platos, la decoracion es genial, realmentehe quedado encantada, platos a todos los gustos. Recomendado totalmente",50
627,"Comida peruana tradicional y muy rica. Me encantaron las papas rellenas de entrada, tienen un pisco sour muy rico y su lomo saltado estava bien rico, exceto que las papas fritas estavan con mucho sabor a grasa, pero la carne si y su arroz riquíssimos.",40
628,"Me encanta la comida, siempre llevo a amigos extranjeros y quedan encantados.
Los tequeños de ají de gallina son buenazos, me encanta el arroz con pollo combinado y también el tacu tacu montado. En realidad todo es deliciosa y hay para todos los gustos.
La... ;""Más",50
629,"Hemos ido a todos los locales, y el único en que la atención es bastante podre es el de Larcomar, no si coincide con que siempre vamos fines de semana, pero es un desorden completo, los mozos son amables pero se nota una completa falta... ;""Más",40
630,"Hemos ido en familia en distintas ocasiones. Desayunos excelentes frescos, abundantes y muy bien servidos. Almuerzos y cenas con opciones variadas, excelentes pastas, pescados y postres.",50
631,"Muy rico y me encanta que tenga opciones para vegetarianos, como el Super Chupe que le encanta a mi mami.",50
632,"Buena atencion pero tardaron media hora en traer un sandwich de pollo. A pesar de la demora es recomendable.",30
633,"Atención excelente, la comida espectacular, la anfitriona Fiorella y el mozo nos atendieron muy bien!",50
634,"Un lugar con excelente atención, siempre muy concurrido, riquísimos platos, desde el saltado de lomo al tacu tacu, suprema a la maryland, postres como suspiro limeño...todo MUY rico. El sandwich pollo club acompañado de una cuzqueña...delicioso!!",40
635,"Hemos ido varias veces a Tanta y rescato los ricos Causashis (si no me equivoco se llaman así) y también el Arroz con pollo, muy bueno!! Vale la pena probarlos. Los tragos están dentro de lo normal.",40
636,"Platos de fusion peruana, muy abundantes y a buen precio. Hay varias sucursales. Sirven rapido y atienden bien.",40
637,"El jueves 28 de enero a la hr de almuerzo, tuve antojo de tallarines verdes con apanado, y conociendo la calidad del restaurante (el de Miraflores y el Jockey) fui sola y por primera vez al de Salaverry. Los tallarines tenían demasiado pesto y subido... ;""Más",20
638,"Amplia carta, muy variada. Lugar acogedor con una comida que es realmente deliciosa. Recomiendo ir con la pareja, familia o amigos.",50
639,"Siempre un restaurante de Gaston es una buena opción.  Platos bien servidos y de sabores peruanos, caracterizados por el toque fusión.  Muy recomendable",40
640,"Fui con  mi prima para almorzar, me habian hablado mucho del lugar y cuando conoci  lo comprobe, la atencion muy buen desde que ingresas todos super amables!  y la relacion calida precio!  definitivamente volveré esos chaufitas nikkei o los jugos con esas combinaciones perfectas!!! ufffff... ;""Más",50
641,"Tanta, restaurante avalado por Gaston Acurio  es un ejemplo en donde se puede comer rico y en cantidades reales. No escatiman con los ingredientes ni las porciones. Recomendable!",50
642,"Si hay dos cosas que sobresalen de Tanta son la buena atención por parte del personal y los salados como las empanadas, especialmente las de lomo y ají de gallina. Los postres son buenos pero nunca he podido terminar uno porque son algo empalagosos. El... ;""Más",40
643,"Fui a Tanta de Larcomar el dia  26 de Enero , pedimos una ensaladas y bebidas para almorzar , el servicio demoró bastante y las bebidas las trajeron de ultimo . Fui paciente y empece a comer , en medio de mi comida un gusano... ;""Más",10
644,"si visitan liman deberan comer aca, les recomiendo el restaurante en Larcomar por sus vistas y servicio.",50
645,"El Tanta de Miraflores responde al estilo Tanta de la cadena de Gastón Acurio. Buena comida, buena atención y el precio en una gama alta de precios.",40
646,"Nos reunimos con amigas del cole, particularmente hacía mucho que no las veía; así que tuvimos mucho de qué hablar, acompañado de buenos cocteles de pisco, buena comida y estupenda atención. No nos equivocamos en elegir este restaurante. Recomendadisimo ;)",40
647,"Es un restaurant exquisito nada que quejarse, muestran comida ptípicaperuana , el precio es totalmente conveniente peruan",50
648,"La comida es muy buena. Los postres valen la pena ( el mousse de chocolate y el pie de limón ) . El servicio puede mejorar definitivamente .",40
649,"Tanta he comido varias veces en Chile y Perú, me gustan sus jugos y sus platos son buenos. Es un lugar que sabes que vas a comer bien.",40
650,"Pues si...voy más por los postres jajaja la comida esta bien peroooo se pasan con la SAL ...es demasiado.... siempre q estoy en Perú voy, ya que mi hermana vive super cerca y la verdad es que siempre espero al postre porque los platos de... ;""Más",40
651,"muy lindo lugar. lo conocimos por unos amigos españoles que hicimos en la selva y nos recomendaron tanta!!!!",40
652,"Fuimos al Tanta de Larcomar
Todo rico, desde los platos al postre!! Pero el sour deben mejorarlo!! Muy desabrido y sin gracia,  en relación a otros que probé!!!!   Pero en general buen local!!!!",50
653,"Recomiendo los tequeños de Lomo y la causa rellena de pollo y huevo. Buena atención y muy bien ubicado dentro de Larcomar.",40
654,"Hemos visitado este restaurante con mis compañeros para cenar.  La atención del personal fue muy buena, se esmeraron en atendernos.  La comida estaba toda muy rica, manteniendo los sabores típicos de Perú.  El ambiente del lugar es agradable, informal.",40
655,"Fuimos un par de veces. Excelentes el ceviche, y la causa. Frescos, sabrosos, bien servidos.Algun rato de espera, pues el local siempre está lleno.Vista excepcional al Pacifico.Muy buena relacion calidad-precio. Lo recomendamos.",50
656,"muy buen eqyulibrio entre precio y calidad. recomiendo acompañar la comida con algun jugo recuien preparado.
si vas al medidia tenes que reservar ya q la gente de las ofixinas lo llenan a las 13:00.
algunas sillas no son muy comosas peeo por lo demas... ;""Más",40
657,"Fuimos a este Restaurant por recomendación de varias amigas. Pedimos Pastel de Choclo con carne, Lomo saltado y Anticuchos. Los platos bastante abundantes y con buen sabor sin ser algo espectacular. Los precios muy decentes. Habiendo tanto restaurante, no repetiría pero fue una buena experiencia.",40
658,"Excelente comida y tragos. Recomiendo el ceviche y el pisco sour, combinación clásica que no falla. La limonada con menta también es de lo mejor. Muy buena atención.",40
659,"La comida es muy buena, el servicio excelente, recomiendo la ronda criolla es un pique o que trae de todo desde anticuchos, papa rellena, tamañito, causa, muy bueno realmente.",40
660,"Rápida atención, rica comida, ceviche, lomo saltado realmente  buenos, jugos naturales muy buenos también .",50
661,"En este lugar puedes comer y ver el mar, la atención excelente, toda la comida se recomienda, buena variedad de cocteles",50
662,"Excelente comida, excelente servicio, excelente lugar!! El cebiche, el saltado son platos que recomiendo. Y de cocktail la ""Margaracha"" buenísimo. Mientras disfrutas de las vistas al mar.",50
663,"Tanta es un de los restaurantes de Gaston Acurio y definitivamente es una garantía que se trata de un muy buen lugar donde ir a disfrutar de una variedad de platos peruanos y diversos.De hecho que la van a pasar muy bien.",50
664,"Ofrecen un montón de platos peruanos, muy grandes las porciones además, así que se pueden compartir. Las pastas no fueron ricas para nada, pero el resto de la comida estaba ok. El servicio tiene muucho por mejorar.",40
665,"Ambiente agradable en MIraflores.
Han conseguido una carta correcta para los beginers de la comida peruana. Imprescindibles las causas y el ceviche.",40
666,"En mi opinion es el mejor arroz chaufa que he comido hasta el momento, amo los mariscos y la combinacion la salsa de ostion fue deliciosa al paladar! Tienen que probarlo... hay varias sedes en la ciudad... Un must en Lima!",50
667,"De los mejores pizco sour que he probado! Montaditos y ceviche muy buenos...excelente opcion para una comida casual entre semana con vista al mar. Altamente recomendabme",40
668,"Ambiente agradable ! Carta variada, platos típicos del Perú, creativo  y muy buenos Cocktails. Hay que hacer cola para entrar aveces y los postres podrían ser mejores.",40
669,"Hay muchos restaurantes en Lima pero este es el que mas frecuento dado qie esta bien ubicado (hay varios) y pq dentro de todo el precio el sabor de la comida la cantidad y la atencion, tiene muy buena relacion",40
670,"No podía dejar Perú sin visitar en Lima este restaurante del Chef Internacional Gaston Acurio.Vale la pena .Excelente atención y comida.",40
671,"Simplemente excelente, muy muy buena comida, especialmente las entradas en porciones muy generosas, los precios muy buenos, unos jugos deliciosos, el servicio espectacular. Muy recomendable",50
672,"Siempre vamos a comer a Tanta con mi novio porque le fascina el lomo saltado que sirven ahí, yo no como carne asi que no puedo compartir ese mismo sentimiento.

Lo que si me parece espectacular son sus pastas y pasteles!!!
Los super recomiendo.",50
